f,ax,ay,az,mx,my,mz,gx,gy,gz,t,p,h
12900,-0.53,0.18,9.86,9.83,-33.00,19.83,24.00,-31.00,2.00,35.70,101267,-0.31
12926,-0.53,0.22,9.77,9.83,-32.83,19.67,22.00,-30.00,2.00,35.70,101261,0.23
12949,-0.44,0.13,9.82,9.50,-32.83,19.33,22.00,-31.00,4.00,35.70,101284,-1.83
12973,-0.48,0.13,9.86,9.17,-33.00,19.67,22.00,-31.00,2.00,35.70,101271,-0.66
12995,-0.48,0.09,9.95,9.50,-32.67,19.50,21.00,-31.00,3.00,35.70,101264,-0.04
13019,-0.44,0.18,9.73,9.67,-32.50,19.33,23.00,-30.00,3.00,35.70,101280,-1.47
13041,-0.48,0.18,9.82,9.67,-33.17,19.33,21.00,-31.00,2.00,35.70,101280,-1.47
13065,-0.48,0.26,9.77,9.67,-32.83,19.33,22.00,-32.00,2.00,35.70,101261,0.23
13091,-0.53,0.26,9.82,9.83,-32.83,19.33,21.00,-31.00,3.00,35.70,101284,-1.83
13114,-0.48,0.18,9.82,9.83,-32.83,19.33,23.00,-32.00,2.00,35.70,101267,-0.31
13137,-0.44,0.13,9.86,9.67,-32.50,19.17,23.00,-32.00,3.00,35.70,101284,-1.83
13160,-0.57,0.18,9.91,9.50,-33.00,19.17,22.00,-31.00,2.00,35.70,101274,-0.93
13184,-0.48,0.13,9.91,9.67,-32.00,19.67,22.00,-30.00,2.00,35.70,101267,-0.31
13206,-0.53,0.13,9.86,9.33,-32.83,19.33,22.00,-30.00,1.00,35.70,101280,-1.47
13229,-0.48,0.18,9.82,9.50,-33.00,19.67,22.00,-32.00,1.00,35.70,101277,-1.20
13256,-0.53,0.13,9.77,9.50,-32.83,19.67,21.00,-31.00,3.00,35.70,101274,-0.93
13279,-0.61,0.13,9.82,9.83,-32.67,19.67,23.00,-31.00,2.00,35.70,101267,-0.31
13301,-0.57,0.18,9.64,9.67,-32.50,19.83,21.00,-32.00,2.00,35.70,101277,-1.20
13325,-0.53,0.22,9.77,9.50,-33.00,19.67,21.00,-33.00,2.00,35.70,101280,-1.47
13347,-0.48,0.18,9.86,9.50,-33.17,19.50,22.00,-31.00,1.00,35.70,101287,-2.10
13371,-0.44,0.18,9.86,9.67,-32.67,20.00,22.00,-32.00,2.00,35.70,101264,-0.04
13398,-0.57,0.22,9.86,9.50,-33.00,19.33,22.00,-33.00,2.00,35.70,101264,-0.04
13420,-0.57,0.13,9.86,9.67,-32.50,20.17,23.00,-33.00,2.00,35.70,101271,-0.66
13444,-0.48,0.22,9.99,9.50,-32.83,19.50,22.00,-31.00,2.00,35.70,101277,-1.20
13479,-0.48,0.13,9.73,9.33,-33.33,19.17,23.00,-31.00,2.00,35.70,101280,-1.47
13505,-0.48,0.18,9.86,9.50,-32.50,19.50,21.00,-30.00,2.00,35.70,101271,-0.66
13528,-0.57,0.18,9.82,9.67,-32.67,19.67,22.00,-32.00,2.00,35.70,101277,-1.20
13551,-0.57,0.18,9.77,10.17,-32.67,19.83,21.00,-30.00,3.00,35.70,101277,-1.20
13578,-0.48,0.22,9.86,9.83,-33.17,19.33,21.00,-31.00,2.00,35.70,101284,-1.83
13600,-0.53,0.18,9.77,10.17,-32.83,19.83,22.00,-32.00,2.00,35.70,101277,-1.20
13624,-0.48,0.18,9.86,9.83,-32.67,19.17,22.00,-30.00,2.00,35.70,101271,-0.66
13646,-0.48,0.22,9.91,9.67,-33.00,19.67,22.00,-31.00,2.00,35.70,101271,-0.66
13670,-0.53,0.22,9.86,9.83,-33.00,19.33,23.00,-32.00,3.00,35.70,101271,-0.66
13692,-0.53,0.18,9.91,10.00,-33.33,19.33,21.00,-31.00,3.00,35.70,101274,-0.93
13727,-0.53,0.22,9.77,9.67,-32.67,19.33,22.00,-31.00,2.00,35.70,101264,-0.04
13750,-0.48,0.18,9.82,9.50,-33.17,19.50,22.00,-30.00,2.00,35.70,101277,-1.20
13773,-0.53,0.26,9.91,9.67,-32.83,19.17,22.00,-32.00,2.00,35.70,101284,-1.83
13796,-0.53,0.18,9.82,9.67,-32.50,19.83,23.00,-31.00,1.00,35.70,101274,-0.93
13819,-0.48,0.13,9.91,9.83,-32.67,20.00,22.00,-31.00,2.00,35.70,101271,-0.66
13842,-0.53,0.18,9.82,9.67,-32.67,19.17,23.00,-31.00,1.00,35.70,101274,-0.93
13865,-0.53,0.18,9.82,9.83,-32.83,19.50,23.00,-30.00,3.00,35.70,101271,-0.66
13892,-0.53,0.18,9.77,9.83,-33.17,19.50,21.00,-31.00,2.00,35.70,101274,-0.93
13915,-0.44,0.22,9.86,9.67,-33.17,20.00,21.00,-31.00,1.00,35.70,101274,-0.93
13938,-0.53,0.22,9.86,9.67,-33.00,19.50,22.00,-31.00,3.00,35.70,101274,-0.93
13961,-0.39,0.13,9.86,10.00,-32.67,19.50,22.00,-32.00,3.00,35.70,101271,-0.66
13984,-0.44,0.18,9.91,9.50,-32.83,19.83,22.00,-32.00,2.00,35.70,101271,-0.66
14007,-0.48,0.18,9.82,9.33,-32.33,19.83,22.00,-33.00,2.00,35.70,101277,-1.20
14033,-0.53,0.18,9.77,9.83,-33.00,19.67,23.00,-32.00,1.00,35.70,101277,-1.20
14057,-0.53,0.18,9.82,9.33,-33.00,19.17,22.00,-31.00,2.00,35.70,101267,-0.31
14080,-0.48,0.13,9.77,10.00,-32.33,20.00,22.00,-31.00,2.00,35.70,101264,-0.04
14103,-0.53,0.18,9.77,9.83,-32.83,19.67,22.00,-32.00,2.00,35.70,101271,-0.66
14126,-0.48,0.18,9.82,10.00,-32.83,19.50,23.00,-29.00,2.00,35.70,101267,-0.31
14149,-0.48,0.22,9.82,9.67,-32.33,19.50,22.00,-31.00,2.00,35.70,101280,-1.47
14172,-0.53,0.22,9.77,9.67,-32.67,19.67,23.00,-30.00,3.00,35.70,101277,-1.20
14198,-0.48,0.26,9.91,9.33,-32.83,19.67,24.00,-32.00,2.00,35.70,101284,-1.83
14222,-0.48,0.18,9.91,9.67,-32.83,19.83,23.00,-31.00,2.00,35.70,101271,-0.66
14244,-0.48,0.18,9.82,9.33,-32.83,19.83,21.00,-31.00,3.00,35.70,101271,-0.66
14268,-0.44,0.22,9.82,9.50,-33.00,20.00,22.00,-30.00,2.00,35.70,101264,-0.04
14290,-0.48,0.18,9.91,9.50,-32.50,19.67,21.00,-31.00,3.00,35.70,101284,-1.83
14313,-0.44,0.13,9.82,10.00,-33.00,19.83,22.00,-31.00,1.00,35.70,101280,-1.47
14341,-0.53,0.13,9.73,9.50,-33.00,19.50,23.00,-30.00,1.00,35.70,101280,-1.47
14363,-0.53,0.18,9.73,9.50,-32.83,19.50,23.00,-29.00,2.00,35.70,101287,-2.10
14386,-0.48,0.22,9.77,9.83,-32.83,19.67,22.00,-31.00,2.00,35.70,101277,-1.20
14409,-0.53,0.26,9.86,9.83,-33.00,19.67,22.00,-31.00,2.00,35.70,101267,-0.31
14432,-0.44,0.18,9.82,10.00,-32.67,19.67,23.00,-31.00,1.00,35.70,101280,-1.47
14455,-0.44,0.18,9.86,10.17,-33.00,19.17,21.00,-31.00,2.00,35.70,101284,-1.83
14478,-0.57,0.18,9.86,9.67,-32.83,20.17,22.00,-30.00,2.00,35.70,101280,-1.47
14504,-0.48,0.18,9.82,9.83,-32.83,19.00,22.00,-30.00,3.00,35.70,101277,-1.20
14528,-0.48,0.18,9.91,9.67,-32.67,19.50,22.00,-32.00,2.00,35.70,101274,-0.93
14551,-0.57,0.18,9.91,10.17,-32.33,19.33,22.00,-29.00,3.00,35.70,101277,-1.20
14574,-0.48,0.22,9.77,9.50,-32.50,19.50,22.00,-30.00,2.00,35.70,101271,-0.66
14597,-0.44,0.18,9.91,10.00,-32.67,19.33,22.00,-31.00,2.00,35.70,101267,-0.31
14620,-0.57,0.18,9.82,9.67,-32.83,19.00,22.00,-31.00,2.00,35.70,101274,-0.93
14643,-0.44,0.13,9.86,9.67,-33.17,18.67,21.00,-31.00,2.00,35.70,101277,-1.20
14683,-0.48,0.13,9.95,9.33,-32.50,19.33,23.00,-30.00,3.00,35.70,101277,-1.20
14708,-0.48,0.22,9.82,9.67,-32.67,19.83,22.00,-32.00,2.00,35.70,101258,0.50
14731,-0.48,0.18,9.86,9.33,-32.67,19.33,21.00,-31.00,2.00,35.70,101264,-0.04
14754,-0.48,0.18,9.82,9.33,-32.17,19.17,22.00,-32.00,1.00,35.70,101274,-0.93
14777,-0.48,0.18,9.86,9.67,-33.00,19.50,22.00,-31.00,2.00,35.70,101277,-1.20
14800,-0.48,0.18,9.86,9.33,-32.67,19.33,21.00,-32.00,2.00,35.70,101271,-0.66
14827,-0.48,0.18,9.82,9.67,-33.00,19.50,22.00,-30.00,2.00,35.70,101264,-0.04
14850,-0.39,0.13,9.77,9.50,-32.83,19.50,22.00,-31.00,2.00,35.70,101277,-1.20
14873,-0.48,0.18,9.77,9.67,-32.83,19.50,22.00,-31.00,2.00,35.70,101277,-1.20
14896,-0.57,0.18,9.82,10.00,-32.83,19.33,21.00,-30.00,3.00,35.70,101277,-1.20
14919,-0.53,0.22,9.82,9.33,-32.33,19.67,22.00,-32.00,3.00,35.70,101287,-2.10
14942,-0.53,0.22,9.86,9.67,-33.17,19.33,22.00,-30.00,2.00,35.70,101267,-0.31
14964,-0.48,0.22,9.91,9.50,-32.67,19.67,22.00,-31.00,2.00,35.70,101264,-0.04
15004,-0.48,0.22,9.91,9.17,-32.83,19.50,22.00,-31.00,2.00,35.70,101271,-0.66
15028,-0.39,0.18,9.99,10.00,-33.33,20.00,22.00,-32.00,2.00,35.70,101277,-1.20
15050,-0.48,0.22,9.86,10.17,-32.50,19.33,21.00,-31.00,3.00,35.70,101277,-1.20
15074,-0.39,0.13,9.82,9.50,-32.83,19.50,22.00,-30.00,2.00,35.70,101274,-0.93
15096,-0.57,0.22,9.82,10.00,-33.17,19.50,22.00,-31.00,2.00,35.70,101271,-0.66
15120,-0.44,0.13,9.82,10.17,-32.83,20.00,21.00,-31.00,2.00,35.70,101274,-0.93
15147,-0.48,0.13,9.86,9.33,-33.17,20.17,22.00,-32.00,3.00,35.70,101267,-0.31
15169,-0.48,0.18,9.77,9.67,-32.83,19.67,22.00,-32.00,2.00,35.70,101274,-0.93
15193,-0.48,0.18,9.77,9.50,-33.00,20.17,21.00,-32.00,2.00,35.70,101271,-0.66
15215,-0.48,0.13,9.86,9.17,-32.83,19.50,21.00,-31.00,2.00,35.70,101277,-1.20
15238,-0.48,0.13,9.77,9.50,-33.00,19.00,22.00,-32.00,2.00,35.70,101277,-1.20
15261,-0.53,0.13,9.86,9.33,-32.83,19.17,22.00,-30.00,2.00,35.70,101267,-0.31
15284,-0.53,0.18,9.77,10.00,-32.50,19.33,22.00,-31.00,3.00,35.70,101277,-1.20
15310,-0.44,0.18,9.86,9.67,-32.67,19.50,21.00,-31.00,2.00,35.70,101264,-0.04
15334,-0.48,0.22,9.91,10.00,-33.00,19.17,22.00,-32.00,2.00,35.70,101264,-0.04
15356,-0.48,0.22,9.86,9.67,-32.17,19.50,22.00,-31.00,3.00,35.70,101274,-0.93
15380,-0.44,0.13,9.82,10.00,-32.50,19.83,22.00,-31.00,3.00,35.70,101274,-0.93
15403,-0.48,0.18,9.86,9.67,-32.83,19.00,22.00,-32.00,2.00,35.70,101290,-2.37
15426,-0.48,0.18,9.82,9.83,-32.67,19.50,22.00,-30.00,1.00,35.70,101274,-0.93
15453,-0.48,0.18,9.82,9.67,-32.83,19.67,23.00,-32.00,2.00,35.70,101277,-1.20
15475,-0.57,0.18,9.73,9.50,-32.67,19.50,21.00,-32.00,2.00,35.70,101280,-1.47
15499,-0.53,0.22,9.82,9.67,-32.83,19.50,22.00,-31.00,3.00,35.70,101277,-1.20
15521,-0.57,0.13,9.91,9.50,-33.17,19.17,21.00,-31.00,2.00,35.70,101267,-0.31
15545,-0.53,0.22,9.82,9.67,-32.67,19.50,23.00,-30.00,3.00,35.70,101271,-0.66
15567,-0.53,0.13,9.95,9.67,-32.67,19.33,22.00,-29.00,2.00,35.70,101261,0.23
15591,-0.44,0.18,9.86,10.00,-33.17,19.83,21.00,-31.00,1.00,35.70,101277,-1.20
15618,-0.48,0.18,9.91,9.67,-33.00,19.50,22.00,-31.00,2.00,35.70,101271,-0.66
15640,-0.48,0.22,9.91,9.67,-32.50,19.33,22.00,-30.00,2.00,35.70,101284,-1.83
15664,-0.39,0.13,9.86,9.50,-32.83,19.83,22.00,-31.00,2.00,35.70,101284,-1.83
15686,-0.48,0.18,9.91,9.67,-32.83,19.33,21.00,-30.00,2.00,35.70,101264,-0.04
15709,-0.53,0.18,9.82,9.67,-33.17,19.67,22.00,-31.00,1.00,35.70,101277,-1.20
15732,-0.48,0.18,9.82,9.83,-32.67,19.17,22.00,-32.00,2.00,35.70,101271,-0.66
15759,-0.57,0.13,9.82,9.67,-33.00,19.33,23.00,-30.00,2.00,35.70,101274,-0.93
15781,-0.53,0.13,9.82,10.00,-32.83,18.83,21.00,-31.00,3.00,35.70,101261,0.23
15805,-0.53,0.09,9.86,9.50,-32.67,19.33,22.00,-32.00,1.00,35.70,101271,-0.66
15827,-0.57,0.18,9.77,9.67,-32.83,19.17,23.00,-30.00,2.00,35.70,101267,-0.31
15851,-0.48,0.18,9.82,9.67,-32.83,19.50,22.00,-30.00,3.00,35.70,101264,-0.04
15887,-0.48,0.22,9.77,9.83,-32.50,19.83,22.00,-31.00,2.00,35.70,101284,-1.83
15912,-0.44,0.13,9.91,9.83,-32.33,19.83,22.00,-32.00,3.00,35.70,101274,-0.93
15939,-0.48,0.22,9.91,9.83,-32.83,19.17,23.00,-32.00,3.00,35.70,101277,-1.20
15962,-0.48,0.18,9.91,10.17,-33.17,19.33,22.00,-31.00,2.00,35.70,101287,-2.10
15985,-0.48,0.18,9.86,9.33,-32.83,18.83,23.00,-30.00,3.00,35.70,101271,-0.66
16008,-0.48,0.13,9.86,9.83,-33.17,19.67,22.00,-31.00,2.00,35.70,101271,-0.66
16031,-0.44,0.13,9.82,9.67,-33.00,19.33,22.00,-31.00,2.00,35.70,101264,-0.04
16054,-0.48,0.22,9.86,9.67,-32.67,19.50,23.00,-31.00,2.00,35.70,101284,-1.83
16080,-0.48,0.18,9.95,9.67,-32.67,19.33,23.00,-30.00,2.00,35.70,101267,-0.31
16104,-0.48,0.13,9.77,9.33,-33.00,19.83,21.00,-31.00,2.00,35.70,101261,0.23
16126,-0.48,0.13,9.91,9.50,-33.00,19.00,23.00,-30.00,3.00,35.70,101274,-0.93
16150,-0.53,0.22,9.73,9.83,-32.67,20.00,22.00,-31.00,2.00,35.70,101264,-0.04
16173,-0.57,0.18,9.91,9.17,-33.17,19.50,23.00,-32.00,2.00,35.70,101274,-0.93
16195,-0.48,0.26,9.73,10.00,-33.17,19.50,22.00,-31.00,3.00,35.70,101274,-0.93
16219,-0.48,0.18,9.82,9.50,-33.00,19.17,21.00,-31.00,3.00,35.70,101271,-0.66
16253,-0.48,0.22,9.82,9.17,-32.83,19.67,23.00,-32.00,2.00,35.70,101280,-1.47
16276,-0.48,0.18,9.86,10.00,-33.17,19.50,22.00,-31.00,2.00,35.70,101267,-0.31
16300,-0.44,0.13,9.91,10.00,-32.50,19.67,23.00,-32.00,1.00,35.70,101271,-0.66
16322,-0.57,0.18,9.77,10.17,-33.17,19.67,21.00,-30.00,1.00,35.70,101267,-0.31
16346,-0.48,0.18,9.73,9.50,-33.00,19.33,23.00,-31.00,1.00,35.70,101274,-0.93
16368,-0.57,0.18,9.91,9.67,-33.33,19.50,23.00,-31.00,4.00,35.70,101258,0.50
16392,-0.53,0.13,9.77,10.00,-32.17,19.33,23.00,-30.00,2.00,35.70,101277,-1.20
16418,-0.53,0.18,9.86,10.17,-32.83,18.33,21.00,-30.00,2.00,35.70,101264,-0.04
16441,-0.53,0.13,9.86,9.67,-32.50,19.67,22.00,-31.00,4.00,35.70,101271,-0.66
16464,-0.48,0.22,9.86,9.17,-32.33,19.83,22.00,-30.00,2.00,35.70,101280,-1.47
16487,-0.48,0.18,9.82,9.50,-32.50,19.50,22.00,-29.00,3.00,35.70,101267,-0.31
16510,-0.53,0.18,9.77,9.83,-32.83,19.67,21.00,-31.00,3.00,35.70,101277,-1.20
16533,-0.57,0.18,9.91,9.67,-32.67,19.33,23.00,-30.00,2.00,35.70,101280,-1.47
16560,-0.53,0.22,9.82,9.33,-32.67,19.67,22.00,-31.00,1.00,35.70,101267,-0.31
16583,-0.53,0.22,9.82,9.67,-32.83,20.00,23.00,-31.00,2.00,35.70,101267,-0.31
16606,-0.57,0.18,9.73,9.17,-32.33,18.83,22.00,-32.00,1.00,35.70,101280,-1.47
16629,-0.48,0.13,9.82,10.00,-32.83,19.67,21.00,-29.00,4.00,35.70,101264,-0.04
16652,-0.48,0.22,9.91,9.83,-32.83,19.50,23.00,-31.00,3.00,35.70,101261,0.23
16675,-0.53,0.22,9.86,9.50,-32.33,19.50,21.00,-30.00,1.00,35.70,101290,-2.37
16698,-0.48,0.13,9.82,10.00,-32.33,19.67,22.00,-30.00,2.00,35.70,101274,-0.93
16736,-0.44,0.18,9.86,9.83,-32.67,18.83,23.00,-31.00,3.00,35.70,101280,-1.47
16759,-0.53,0.22,9.77,9.50,-32.67,19.83,22.00,-31.00,2.00,35.70,101274,-0.93
16782,-0.53,0.22,9.77,9.67,-32.67,19.33,23.00,-31.00,2.00,35.70,101280,-1.47
16805,-0.44,0.09,9.91,9.50,-32.33,19.67,22.00,-31.00,2.00,35.70,101267,-0.31
16828,-0.53,0.18,9.86,9.50,-32.83,19.50,23.00,-31.00,3.00,35.70,101267,-0.31
16850,-0.48,0.13,9.86,9.67,-33.33,19.33,22.00,-30.00,2.00,35.70,101277,-1.20
16880,-0.53,0.22,9.91,9.50,-32.67,19.50,22.00,-32.00,2.00,35.70,101277,-1.20
16903,-0.48,0.22,9.91,9.83,-32.67,19.50,22.00,-31.00,2.00,35.70,101271,-0.66
16926,-0.48,0.13,9.73,9.33,-33.33,19.83,22.00,-31.00,3.00,35.70,101284,-1.83
16949,-0.53,0.18,9.82,9.50,-32.83,19.33,22.00,-32.00,2.00,35.70,101280,-1.47
16971,-0.57,0.18,9.77,9.67,-32.83,19.67,22.00,-32.00,2.00,35.70,101258,0.50
16995,-0.48,0.18,9.82,9.67,-32.67,19.33,22.00,-31.00,2.00,35.70,101267,-0.31
17017,-0.48,0.18,9.77,9.17,-32.83,19.50,21.00,-30.00,2.00,35.70,101277,-1.20
17044,-0.48,0.13,9.77,9.67,-32.83,20.00,23.00,-31.00,2.00,35.70,101271,-0.66
17068,-0.53,0.13,9.82,10.00,-32.83,19.67,21.00,-31.00,2.00,35.70,101271,-0.66
17105,-0.48,0.22,9.91,9.50,-33.00,19.83,21.00,-30.00,1.00,35.70,101264,-0.04
17131,-0.44,0.22,9.91,10.00,-33.17,19.17,22.00,-30.00,2.00,35.70,101267,-0.31
17154,-0.39,0.13,9.86,9.83,-32.83,19.50,21.00,-30.00,2.00,35.70,101274,-0.93
17177,-0.53,0.18,9.86,9.83,-32.83,19.50,23.00,-31.00,2.00,35.70,101271,-0.66
17204,-0.53,0.18,9.86,9.50,-32.50,19.67,22.00,-29.00,2.00,35.70,101264,-0.04
17226,-0.57,0.18,9.77,9.50,-33.00,19.83,21.00,-29.00,2.00,35.70,101274,-0.93
17250,-0.44,0.09,9.77,9.83,-32.67,19.17,23.00,-31.00,3.00,35.70,101274,-0.93
17272,-0.53,0.13,9.82,9.50,-33.17,19.83,22.00,-31.00,2.00,35.70,101271,-0.66
17295,-0.53,0.13,9.77,9.50,-33.17,19.67,23.00,-31.00,3.00,35.70,101271,-0.66
17318,-0.48,0.13,9.86,9.33,-32.67,19.50,20.00,-30.00,3.00,35.70,101271,-0.66
17341,-0.57,0.13,9.82,9.67,-32.83,19.67,22.00,-32.00,3.00,35.70,101267,-0.31
17369,-0.48,0.18,9.86,9.83,-33.17,19.00,22.00,-31.00,2.00,35.70,101284,-1.83
17391,-0.48,0.22,9.82,9.83,-32.50,19.83,22.00,-32.00,3.00,35.70,101267,-0.31
17414,-0.53,0.26,9.91,9.83,-32.67,19.67,22.00,-30.00,2.00,35.70,101264,-0.04
17437,-0.44,0.13,9.82,9.67,-33.17,19.67,20.00,-31.00,2.00,35.70,101287,-2.10
17460,-0.48,0.18,9.86,9.83,-32.83,20.33,22.00,-30.00,3.00,35.70,101267,-0.31
17483,-0.44,0.13,9.99,10.00,-32.67,19.50,22.00,-30.00,3.00,35.70,101277,-1.20
17525,-0.48,0.13,9.82,9.67,-33.00,19.67,21.00,-31.00,2.00,35.70,101277,-1.20
17548,-0.48,0.18,9.86,9.33,-32.83,19.33,23.00,-31.00,3.00,35.70,101277,-1.20
17571,-0.48,0.18,9.82,9.50,-32.33,19.50,22.00,-31.00,3.00,35.70,101267,-0.31
17594,-0.53,0.18,9.77,9.67,-33.17,19.67,21.00,-31.00,2.00,35.70,101271,-0.66
17617,-0.53,0.18,9.86,9.67,-32.67,19.33,24.00,-31.00,2.00,35.70,101274,-0.93
17640,-0.53,0.18,9.77,10.00,-32.83,19.67,22.00,-32.00,3.00,35.70,101271,-0.66
17664,-0.48,0.13,9.86,9.17,-32.83,19.33,22.00,-31.00,3.00,35.70,101277,-1.20
17690,-0.48,0.18,9.82,9.67,-32.83,19.67,21.00,-31.00,2.00,35.70,101277,-1.20
17713,-0.48,0.22,9.95,9.50,-32.67,19.17,22.00,-31.00,2.00,35.70,101264,-0.04
17736,-0.48,0.18,9.91,9.33,-32.67,19.50,23.00,-30.00,2.00,35.70,101277,-1.20
17759,-0.48,0.18,9.99,9.67,-33.00,19.33,22.00,-31.00,2.00,35.70,101271,-0.66
17782,-0.57,0.18,9.95,9.33,-32.83,19.67,21.00,-30.00,1.00,35.70,101271,-0.66
17805,-0.48,0.18,9.86,10.00,-33.17,19.50,22.00,-31.00,2.00,35.70,101264,-0.04
17828,-0.53,0.22,9.86,9.33,-33.00,19.50,22.00,-31.00,2.00,35.70,101264,-0.04
17855,-0.53,0.13,9.82,9.50,-32.83,19.33,23.00,-31.00,2.00,35.70,101287,-2.10
17878,-0.44,0.09,9.77,10.00,-32.50,19.33,22.00,-32.00,3.00,35.70,101264,-0.04
17901,-0.44,0.13,9.86,9.17,-33.00,19.00,21.00,-31.00,2.00,35.70,101294,-2.73
17924,-0.53,0.18,9.86,9.50,-33.00,19.50,22.00,-32.00,2.00,35.70,101264,-0.04
17947,-0.48,0.22,9.77,9.83,-33.17,19.17,22.00,-30.00,3.00,35.70,101280,-1.47
17970,-0.57,0.22,9.82,9.83,-32.50,19.33,22.00,-30.00,4.00,35.70,101281,-1.56
17996,-0.44,0.18,9.91,9.67,-32.83,19.50,22.00,-31.00,2.00,35.70,101277,-1.20
18020,-0.44,0.18,9.86,9.67,-33.00,19.83,22.00,-32.00,2.00,35.70,101277,-1.20
18042,-0.44,0.18,9.95,9.50,-33.17,19.83,22.00,-30.00,2.00,35.70,101271,-0.66
18065,-0.44,0.09,9.86,9.83,-32.83,19.00,22.00,-32.00,3.00,35.70,101277,-1.20
18088,-0.48,0.13,9.86,9.83,-33.00,19.67,21.00,-31.00,3.00,35.70,101274,-0.93
18111,-0.53,0.18,9.86,9.50,-32.67,20.17,23.00,-31.00,1.00,35.70,101281,-1.56
18135,-0.53,0.18,9.91,9.67,-33.17,20.17,22.00,-32.00,3.00,35.70,101281,-1.56
18161,-0.53,0.22,9.82,9.67,-33.00,19.67,22.00,-32.00,3.00,35.70,101274,-0.93
18184,-0.44,0.13,9.82,10.17,-32.83,20.00,22.00,-31.00,2.00,35.70,101277,-1.20
18207,-0.48,0.13,9.86,10.00,-32.67,19.83,21.00,-30.00,3.00,35.70,101280,-1.47
18230,-0.48,0.13,9.82,10.00,-32.83,19.33,22.00,-31.00,2.00,35.70,101264,-0.04
18253,-0.48,0.22,9.77,9.50,-32.50,19.50,22.00,-30.00,3.00,35.70,101277,-1.20
18276,-0.53,0.13,9.77,9.67,-33.00,19.83,22.00,-31.00,2.00,35.70,101271,-0.66
18316,-0.39,0.18,9.95,10.00,-33.00,19.83,23.00,-32.00,2.00,35.70,101277,-1.20
18341,-0.48,0.13,9.95,10.00,-33.00,19.67,22.00,-32.00,3.00,35.70,101274,-0.93
18364,-0.48,0.13,9.82,10.17,-33.17,19.17,22.00,-31.00,3.00,35.70,101287,-2.10
18387,-0.57,0.18,9.86,9.67,-32.50,19.67,22.00,-31.00,2.00,35.70,101277,-1.20
18410,-0.44,0.13,9.86,9.67,-32.83,19.50,23.00,-32.00,3.00,35.70,101264,-0.04
18434,-0.53,0.18,9.82,9.83,-32.67,19.83,22.00,-30.00,2.00,35.70,101271,-0.66
18456,-0.48,0.13,9.77,9.67,-32.67,19.50,22.00,-32.00,3.00,35.70,101280,-1.47
18483,-0.53,0.18,9.86,9.67,-32.67,19.50,22.00,-31.00,3.00,35.70,101277,-1.20
18506,-0.57,0.13,9.77,9.50,-33.17,20.00,22.00,-31.00,2.00,35.70,101277,-1.20
18529,-0.48,0.22,9.77,9.50,-33.00,20.17,22.00,-30.00,3.00,35.70,101271,-0.66
18552,-0.48,0.22,9.86,9.67,-32.83,19.67,21.00,-31.00,3.00,35.70,101281,-1.56
18575,-0.53,0.26,9.91,9.83,-32.50,19.33,22.00,-33.00,2.00,35.70,101274,-0.93
18598,-0.44,0.13,9.82,9.33,-33.00,19.33,22.00,-30.00,2.00,35.70,101274,-0.93
18625,-0.48,0.13,9.91,9.33,-32.83,19.33,23.00,-31.00,2.00,35.70,101274,-0.93
18648,-0.39,0.18,9.77,9.67,-32.83,19.50,23.00,-31.00,3.00,35.70,101271,-0.66
18671,-0.48,0.18,9.77,9.83,-32.50,19.50,22.00,-32.00,4.00,35.70,101267,-0.31
18694,-0.48,0.18,9.77,9.50,-33.50,19.17,22.00,-32.00,2.00,35.70,101277,-1.20
18716,-0.48,0.22,9.82,9.67,-32.83,19.67,22.00,-32.00,2.00,35.70,101274,-0.93
18740,-0.53,0.13,9.77,9.50,-32.67,20.17,23.00,-32.00,2.00,35.70,101281,-1.56
18762,-0.48,0.13,9.69,9.83,-32.17,20.00,22.00,-31.00,3.00,35.70,101280,-1.47
18797,-0.44,0.13,9.73,9.33,-32.50,19.33,22.00,-31.00,3.00,35.70,101277,-1.20
18821,-0.48,0.22,9.91,9.67,-32.50,19.50,22.00,-31.00,2.00,35.70,101271,-0.66
18843,-0.53,0.22,9.86,9.67,-32.83,19.67,22.00,-31.00,3.00,35.70,101277,-1.20
18867,-0.48,0.26,9.99,9.67,-32.50,19.67,22.00,-31.00,2.00,35.70,101281,-1.56
18889,-0.48,0.18,9.86,9.50,-32.67,19.17,22.00,-31.00,3.00,35.70,101277,-1.20
18913,-0.39,0.18,9.86,9.17,-32.83,19.50,22.00,-31.00,2.00,35.70,101271,-0.66
18939,-0.48,0.22,9.82,9.67,-32.83,19.17,22.00,-32.00,3.00,35.70,101274,-0.93
18962,-0.48,0.18,9.82,9.33,-33.00,19.33,21.00,-31.00,2.00,35.70,101281,-1.56
18985,-0.48,0.13,9.86,9.83,-32.67,19.50,22.00,-31.00,2.00,35.70,101264,-0.04
19008,-0.44,0.13,9.86,9.83,-32.67,19.00,22.00,-30.00,2.00,35.70,101271,-0.66
19032,-0.57,0.18,9.91,9.83,-32.50,19.00,21.00,-31.00,3.00,35.70,101274,-0.93
19054,-0.57,0.22,9.82,9.83,-32.50,19.50,23.00,-31.00,2.00,35.70,101264,-0.04
19077,-0.48,0.22,9.86,9.17,-33.17,19.50,21.00,-31.00,3.00,35.70,101284,-1.83
19104,-0.53,0.22,9.82,9.83,-32.83,20.17,22.00,-31.00,2.00,35.70,101287,-2.10
